Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,flow_missing
49563,5,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,96,0,600000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,3,0,0,0,395,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,11121118,7,5,321,11632,321,0,45.85714286,121.3265958,8736,0,2326.4,3796.176603,1074.802012,1.079028206,1011010.727,2262094.46,6118056,49,6122752,1020458.667,2499051.416,6121626,49,11100000,2780267.25,3242058.527,6118056,196,0,0,232,168,0.62943312,0.449595086,0,8736,919.4615385,2480.208816,6151435.769,0,0,0,1,0,0,0,0,0,996.0833333,45.85714286,2326.4,232,7,321,5,11632,29200,235,1,32,690.0,0.0,690,690,6118056.0,0.0,6118056,6118056,DoS,0
443,118274409,16,15,856,4720,234,0,53.5,77.48978427,1460,0,314.6666667,533.5829922,47.14460251,0.262102345,3942480.3,14900000.0,58900000,4,118000000,7884960.6,20700000.0,59000000,4,118000000,8447093.714,21400000.0,58900000,49,0,0,356,312,0.13527863,0.126823716,0,1460,174.25,386.6909243,149529.871,0,0,0,1,0,0,0,0,0,179.8709677,53.5,314.6666667,356,16,856,15,4720,8192,32,13,20,169881.0,78299.34809,225247,114515,58900000.0,101800.7491,58900000,58800000,Normal,0
53,30680,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7366.3624511082,130.3780964798,10226.6666666667,17629.9678199744,30584,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,64,40,65.1890482399,65.1890482399,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
39961,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.014084507,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,14084.5070422535,14084.5070422535,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,132,338,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,100897613,7,7,1002,11595,330,0,143.1428571,174.8060149,4344,0,1656.428571,1760.597234,124.8493361,0.138754521,7761354.846,27800000.0,100000000,5,101000000,16800000.0,40900000.0,100000000,1011,101000000,16800000.0,40900000.0,100000000,16,0,0,208,232,0.069377261,0.069377261,0,4344,840.2,1402.606563,1967305.171,1,0,0,0,0,0,0,0,1,900.2142857,143.1428571,1656.428571,208,7,1002,7,11595,0,235,4,20,10985.0,0.0,10985,10985,100000000.0,0.0,100000000,100000000,DoS,0
53,198,2,2,92,248,46,46,46.0,0.0,124,124,124.0,0.0,1717171.71717172,20202.0202020202,66.0,30.3150127824,101,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,64,64,10101.0101010101,10101.0101010101,46,124,77.2,42.7223594854,1825.2,0,0,0,0,0,0,0,0,1,96.5,46.0,124.0,64,2,92,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,243,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,1135802.469,16460.90535,81.0,98.72689603,192,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,64,64,8230.452675,8230.452675,42,96,63.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,79.5,42.0,96.0,64,2,84,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
57736,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.5384615385,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,19230.7692307692,19230.7692307692,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,68093666,6,5,290,11595,290,0,48.33333333,118.3920042,7240,0,2319.0,3331.638186,174.5389946,0.161542191,6809366.6,21500000.0,67900000,3,68000000,13600000.0,30400000.0,67900000,3,165487,41371.75,66959.08916,140263,97,0,0,200,168,0.088113922,0.073428269,0,7240,990.4166667,2327.719425,5418277.72,0,0,0,0,1,0,0,0,0,1080.454545,48.33333333,2319.0,200,6,290,5,11595,251,235,1,32,995.0,0.0,995,995,67900000.0,0.0,67900000,67900000,DoS,0
80,99797578,8,6,423,11595,417,0,52.875,147.143698,4344,0,1932.5,1754.831473,120.4237642,0.140283966,7676736.769,27600000.0,99600000,2,99700000,14200000.0,37700000.0,99600000,3,147440,29488.0,59328.83994,135219,15,0,0,252,200,0.080162266,0.0601217,0,4344,801.2,1423.015119,2024972.029,0,0,0,0,1,0,0,0,0,858.4285714,52.875,1932.5,252,8,423,6,11595,251,235,2,20,2955.0,0.0,2955,2955,99600000.0,0.0,99600000,99600000,DoS,0
443,15210056,9,8,1332,3542,773,0,148.0,265.6233235,1400,0,442.75,608.0142738,320.4458945,1.117681618,950628.5,2714177.077,9959910,2,10100000,1263807.25,3513824.999,9959910,3,15200000,2169360.0,3941891.121,10000000,2,0,0,296,264,0.591713798,0.52596782,0,1400,270.7777778,460.0384326,211635.3595,0,0,0,1,0,0,0,0,0,286.7058824,148.0,442.75,296,9,1332,8,3542,29200,13914,3,32,87558.0,89081.31229,150548,24568,7517470.0,3454131.773,9959910,5075030,Normal,0
53,30658,1,1,81,159,81,81,81.0,0.0,159,159,159.0,0.0,7828.299302,65.23582752,30658.0,0.0,30658,30658,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,32.61791376,32.61791376,81,159,107.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,160.5,81.0,159.0,32,1,81,1,159,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,5257788,9,11,1502,7228,974,0,166.8888889,326.3803167,1448,0,657.0909091,676.0792046,1660.394067,3.803881024,276725.6842,1143011.698,4995474,4,262310,32788.75,37608.33356,99562,176,5206169,520616.9,1572657.597,4995503,4,0,0,296,360,1.711746461,2.092134563,0,1448,415.7142857,582.8360956,339697.9143,0,0,0,1,0,0,0,0,1,436.5,166.8888889,657.0909091,296,9,1502,11,7228,29200,19,3,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
1322,57,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,105263.1579,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,17543.85965,17543.85965,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
80,99998,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.00040001,99998.0,0.0,99998,99998,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,10.0002,10.0002,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,237,110,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
60223,31,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,32258.06452,32258.06452,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,411,339,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,334,2,2,66,176,33,33,33.0,0.0,88,88,88.0,0.0,724550.8982,11976.0479,111.3333333,189.3735286,330,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,64,64,5988.023952,5988.023952,33,88,55.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,68.75,33.0,88.0,64,2,66,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
5862,29,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,206896.5517,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,34482.75862,34482.75862,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
53,184,2,2,72,208,36,36,36.0,0.0,104,104,104.0,0.0,1521739.13,21739.13043,61.33333333,67.98774399,135,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,64,64,10869.56522,10869.56522,36,104,63.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,79.0,36.0,104.0,64,2,72,2,208,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,98815269,7,6,381,11595,357,0,54.42857143,133.4514358,8688,0,1932.5,3506.021777,121.1958447,0.131558616,8234605.75,28500000.0,98800000,14,98800000,16500000.0,40300000.0,98800000,68,98800000,19800000.0,44200000.0,98800000,179,0,0,184,200,0.070839255,0.060719361,0,8688,855.8571429,2381.677329,5672386.901,1,0,0,0,0,0,0,0,0,921.6923077,54.42857143,1932.5,184,7,381,6,11595,0,235,4,20,19182.0,0.0,19182,19182,98800000.0,0.0,98800000,98800000,DoS,0
84,25,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,40000.0,40000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
53,255,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,674509.803921569,15686.2745098039,85.0,62.3538290725,157,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,40,40,7843.137254902,7843.137254902,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,22184,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90.1550667147,22184.0,0.0,22184,22184,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,45.0775333574,45.0775333574,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,552,131,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,1261312,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9218.179166,5.54977674,210218.6667,499089.1223,1228656,9,32281,16140.5,22141.63464,31797,484,1261219,420406.3333,700145.6605,1228656,366,0,0,72,92,2.378475746,3.171300995,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
80,10200010,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.941173587,0.490195598,2550002.5,5099167.006,10200000,228,10200000,2550002.5,5099167.006,10200000,228,0,0.0,0.0,0,0,0,0,100,0,0.490195598,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,1257.0,0.0,1257,1257,10200000.0,0.0,10200000,10200000,DoS,0
80,11009,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1635.025888,363.3390862,3669.666667,6331.811773,10981,2,11009,5504.5,7781.710127,11007,2,0,0.0,0.0,0,0,0,0,60,32,272.5043147,90.83477155,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
80,11611711,5,4,405,3525,405,0,81.0,181.1215062,3525,0,881.25,1762.5,338.4514134,0.775079573,1451463.875,2720022.249,6606511,9,6611949,1652987.25,3305247.836,6610859,231,11600000,3870567.333,3445702.602,6606511,831,0,0,168,136,0.430599763,0.34447981,0,3525,393.0,1107.808648,1227240.0,0,0,0,1,0,0,0,0,0,436.6666667,81.0,881.25,168,5,405,4,3525,29200,235,1,32,840.0,0.0,840,840,6606511.0,0.0,6606511,6606511,DoS,0
53,174,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1321839.08,22988.50575,58.0,60.25777958,123,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,40,40,11494.25287,11494.25287,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,40,2,76,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,10994,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1637.256685,363.834819,3664.666667,6346.522854,10993,0,10994,5497.0,7773.931952,10994,0,0,0.0,0.0,0,0,0,0,60,32,272.8761142,90.95870475,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,23817,2,2,94,262,47,47,47.0,0.0,131,131,131.0,0.0,14947.3065457446,167.9472645589,7939.0,13705.7373387936,23765,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,40,40,83.9736322795,83.9736322795,47,131,80.6,46.0086948304,2116.8,0,0,0,0,0,0,0,0,1,100.75,47.0,131.0,40,2,94,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
46130,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.6666666667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,20833.3333333333,20833.3333333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,122,360,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,30324,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,3825.3528558238,65.9543595832,30324.0,0.0,30324,30324,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,32.9771797916,32.9771797916,44,72,53.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,20,1,44,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
43744,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,939,256,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
33409,60,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50000.0,30.0,26.8700576851,49,11,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,32,64,16666.6666666667,33333.3333333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
51862,11,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,90909.09091,90909.09091,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,349,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,198,2,2,154,250,77,77,77.0,0.0,125,125,125.0,0.0,2040404.04040404,20202.0202020202,66.0,108.2543301674,191,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,40,40,10101.0101010101,10101.0101010101,77,125,96.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,120.25,77.0,125.0,40,2,154,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,270,2,2,64,290,32,32,32.0,0.0,145,145,145.0,0.0,1311111.111,14814.81481,90.0,154.1525219,268,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,64,64,7407.407407,7407.407407,32,145,77.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,96.5,32.0,145.0,64,2,64,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
8565,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,2,37,0,0,16616,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,1126,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5328.596803,225.2,228.3006789,484,3,1126,225.2,228.3006789,484,3,0,0.0,0.0,0,0,0,0,192,0,5328.596803,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,23685,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4559.8480050665,84.4416297235,23685.0,0.0,23685,23685,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,42.2208148617,42.2208148617,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,20,1,46,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,8184512,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.665459834,0.610909972,2046128.0,4091470.001,8183333,330,8184512,2046128.0,4091470.001,8183333,330,0,0.0,0.0,0,0,0,0,100,0,0.610909972,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,1179.0,0.0,1179,1179,8183333.0,0.0,8183333,8183333,DoS,0
64608,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.666666667,111111.111111111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,55555.5555555556,55555.5555555556,6,6,6.0,0.0,0.0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,58,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
61123,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,33580,63916,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,204,2,2,102,306,51,51,51.0,0.0,153,153,153.0,0.0,2000000.0,19607.84314,68.0,76.97402159,153,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,40,40,9803.921569,9803.921569,51,153,91.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,114.75,51.0,153.0,40,2,102,2,306,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,16232,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,739.2804337,123.2134056,16232.0,0.0,16232,16232,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,61.60670281,61.60670281,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,239,244,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,11174655,6,4,265,3525,265,0,44.16666667,108.185797,3525,0,881.25,1762.5,339.1603589,0.894882213,1241628.333,2203550.235,5170693,49,6175814,1235162.8,2244398.567,5175142,716,10200000,3392283.333,2937234.98,5170693,2020,0,0,208,136,0.536929328,0.357952885,0,3525,344.5454545,1057.829038,1119002.273,0,0,0,1,0,0,0,0,0,379.0,44.16666667,881.25,208,6,265,4,3525,29200,235,1,32,999825.0,0.0,999825,999825,5170693.0,0.0,5170693,5170693,DoS,0
