Timestamp,Source IP,Destination IP,Status,Attack Type,Confidence
2026-09-15 12:55:14.480959,192.168.1.69,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:55:15.480959,192.168.1.139,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:55:16.480959,192.168.1.164,192.168.1.1,NORMAL,Normal,99.88
2026-09-15 12:55:17.480959,192.168.1.16,192.168.1.1,ATTACK,PortScan,99.98
2026-09-15 12:55:18.480959,192.168.1.153,192.168.1.1,NORMAL,Normal,99.44
2026-09-15 12:55:19.480959,192.168.1.60,192.168.1.1,NORMAL,Normal,99.17
2026-09-15 12:55:20.480959,192.168.1.193,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:55:21.480959,192.168.1.176,192.168.1.1,ATTACK,PortScan,99.97
2026-09-15 12:55:22.480959,192.168.1.189,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:55:23.480959,192.168.1.149,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 12:55:24.480959,192.168.1.117,192.168.1.1,ATTACK,PortScan,98.71
2026-09-15 12:55:25.480959,192.168.1.66,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:26.480959,192.168.1.124,192.168.1.1,NORMAL,Normal,99.69
2026-09-15 12:55:27.480959,192.168.1.160,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:55:28.480959,192.168.1.81,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:55:29.480959,192.168.1.217,192.168.1.1,ATTACK,DoS,99.87
2026-09-15 12:55:30.480959,192.168.1.232,192.168.1.1,SUSPICIOUS,Unknown,51.71
2026-09-15 12:55:31.480959,192.168.1.11,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:55:32.480959,192.168.1.204,192.168.1.1,ATTACK,DoS,99.87
2026-09-15 12:55:33.480959,192.168.1.216,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:34.480959,192.168.1.50,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 12:55:35.480959,192.168.1.188,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:36.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.7
2026-09-15 12:55:37.480959,192.168.1.97,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 12:55:38.480959,192.168.1.81,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:55:39.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:55:40.480959,192.168.1.65,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:55:41.480959,192.168.1.205,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:42.480959,192.168.1.96,192.168.1.1,ATTACK,DoS,95.43
2026-09-15 12:55:43.480959,192.168.1.36,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:44.480959,192.168.1.33,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:55:45.480959,192.168.1.107,192.168.1.1,NORMAL,Normal,99.6
2026-09-15 12:55:46.480959,192.168.1.34,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 12:55:47.480959,192.168.1.101,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:55:48.480959,192.168.1.226,192.168.1.1,NORMAL,Normal,99.26
2026-09-15 12:55:49.480959,192.168.1.98,192.168.1.1,SUSPICIOUS,Unknown,41.92
2026-09-15 12:55:50.480959,192.168.1.164,192.168.1.1,ATTACK,DoS,99.63
2026-09-15 12:55:51.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 12:55:52.480959,192.168.1.216,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:55:53.480959,192.168.1.21,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:55:54.480959,192.168.1.196,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:55:55.480959,192.168.1.127,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:55:56.480959,192.168.1.147,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:55:57.480959,192.168.1.41,192.168.1.1,NORMAL,Normal,99.81
2026-09-15 12:55:58.480959,192.168.1.246,192.168.1.1,ATTACK,DoS,99.72
2026-09-15 12:55:59.480959,192.168.1.106,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:00.480959,192.168.1.30,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:01.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:56:02.480959,192.168.1.85,192.168.1.1,NORMAL,Normal,99.47
2026-09-15 12:56:03.480959,192.168.1.222,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:56:04.480959,192.168.1.170,192.168.1.1,ATTACK,DoS,97.25
2026-09-15 12:56:05.480959,192.168.1.168,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:06.480959,192.168.1.236,192.168.1.1,NORMAL,Normal,99.6
2026-09-15 12:56:07.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:56:08.480959,192.168.1.102,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:09.480959,192.168.1.157,192.168.1.1,NORMAL,Normal,99.5
2026-09-15 12:56:10.480959,192.168.1.59,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:11.480959,192.168.1.190,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:12.480959,192.168.1.27,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:56:13.480959,192.168.1.21,192.168.1.1,ATTACK,DoS,99.97
2026-09-15 12:56:14.480959,192.168.1.179,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:56:15.480959,192.168.1.68,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:16.480959,192.168.1.207,192.168.1.1,ATTACK,PortScan,99.97
2026-09-15 12:56:17.480959,192.168.1.84,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:18.480959,192.168.1.30,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:56:19.480959,192.168.1.228,192.168.1.1,NORMAL,Normal,98.56
2026-09-15 12:56:20.480959,192.168.1.69,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:56:21.480959,192.168.1.231,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:56:22.480959,192.168.1.35,192.168.1.1,ATTACK,DoS,91.2
2026-09-15 12:56:23.480959,192.168.1.107,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:56:24.480959,192.168.1.81,192.168.1.1,NORMAL,Normal,99.73
2026-09-15 12:56:25.480959,192.168.1.126,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:26.480959,192.168.1.172,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:27.480959,192.168.1.223,192.168.1.1,NORMAL,Normal,99.71
2026-09-15 12:56:28.480959,192.168.1.103,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:29.480959,192.168.1.51,192.168.1.1,ATTACK,PortScan,99.98
2026-09-15 12:56:30.480959,192.168.1.104,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:56:31.480959,192.168.1.100,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:56:32.480959,192.168.1.63,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:33.480959,192.168.1.181,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:56:34.480959,192.168.1.78,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:56:35.480959,192.168.1.189,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:36.480959,192.168.1.249,192.168.1.1,ATTACK,PortScan,99.97
2026-09-15 12:56:37.480959,192.168.1.184,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:38.480959,192.168.1.175,192.168.1.1,NORMAL,Normal,99.27
2026-09-15 12:56:39.480959,192.168.1.28,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:56:40.480959,192.168.1.165,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:41.480959,192.168.1.172,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 12:56:42.480959,192.168.1.53,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:56:43.480959,192.168.1.146,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:44.480959,192.168.1.196,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:45.480959,192.168.1.72,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:46.480959,192.168.1.51,192.168.1.1,ATTACK,PortScan,99.87
2026-09-15 12:56:47.480959,192.168.1.128,192.168.1.1,NORMAL,Normal,99.77
2026-09-15 12:56:48.480959,192.168.1.107,192.168.1.1,NORMAL,Normal,99.79
2026-09-15 12:56:49.480959,192.168.1.79,192.168.1.1,ATTACK,PortScan,99.98
2026-09-15 12:56:50.480959,192.168.1.246,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:56:51.480959,192.168.1.173,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:56:52.480959,192.168.1.186,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:53.480959,192.168.1.152,192.168.1.1,ATTACK,Bot,95.55
2026-09-15 12:56:54.480959,192.168.1.66,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:56:55.480959,192.168.1.185,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:56.480959,192.168.1.93,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:56:57.480959,192.168.1.225,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:56:58.480959,192.168.1.206,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:56:59.480959,192.168.1.208,192.168.1.1,NORMAL,Normal,96.53
2026-09-15 12:57:00.480959,192.168.1.24,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:57:01.480959,192.168.1.68,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:02.480959,192.168.1.220,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 12:57:03.480959,192.168.1.18,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:04.480959,192.168.1.216,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:57:05.480959,192.168.1.90,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:57:06.480959,192.168.1.112,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:07.480959,192.168.1.78,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:57:08.480959,192.168.1.26,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:09.480959,192.168.1.64,192.168.1.1,NORMAL,Normal,99.85
2026-09-15 12:57:10.480959,192.168.1.243,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:11.480959,192.168.1.155,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:12.480959,192.168.1.234,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:13.480959,192.168.1.193,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:57:14.480959,192.168.1.90,192.168.1.1,NORMAL,Normal,99.81
2026-09-15 12:57:15.480959,192.168.1.64,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:16.480959,192.168.1.177,192.168.1.1,NORMAL,Normal,99.56
2026-09-15 12:57:17.480959,192.168.1.137,192.168.1.1,ATTACK,DoS,93.14
2026-09-15 12:57:18.480959,192.168.1.111,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 12:57:19.480959,192.168.1.236,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:20.480959,192.168.1.244,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:21.480959,192.168.1.174,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:22.480959,192.168.1.127,192.168.1.1,NORMAL,Normal,99.85
2026-09-15 12:57:23.480959,192.168.1.46,192.168.1.1,NORMAL,Normal,98.05
2026-09-15 12:57:24.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:25.480959,192.168.1.45,192.168.1.1,ATTACK,DoS,96.16
2026-09-15 12:57:26.480959,192.168.1.73,192.168.1.1,ATTACK,DoS,99.82
2026-09-15 12:57:27.480959,192.168.1.200,192.168.1.1,NORMAL,Normal,99.73
2026-09-15 12:57:28.480959,192.168.1.153,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:57:29.480959,192.168.1.147,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:30.480959,192.168.1.77,192.168.1.1,ATTACK,Brute Force,99.94
2026-09-15 12:57:31.480959,192.168.1.201,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 12:57:32.480959,192.168.1.159,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:33.480959,192.168.1.119,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:34.480959,192.168.1.239,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:35.480959,192.168.1.159,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:36.480959,192.168.1.112,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:37.480959,192.168.1.102,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:57:38.480959,192.168.1.66,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:39.480959,192.168.1.45,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:40.480959,192.168.1.140,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:41.480959,192.168.1.136,192.168.1.1,ATTACK,DoS,95.87
2026-09-15 12:57:42.480959,192.168.1.33,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:43.480959,192.168.1.203,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:44.480959,192.168.1.22,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:45.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:57:46.480959,192.168.1.38,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:47.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:48.480959,192.168.1.170,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:49.480959,192.168.1.50,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:57:50.480959,192.168.1.212,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:57:51.480959,192.168.1.184,192.168.1.1,ATTACK,PortScan,99.97
2026-09-15 12:57:52.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:57:53.480959,192.168.1.162,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:57:54.480959,192.168.1.26,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:57:55.480959,192.168.1.108,192.168.1.1,NORMAL,Normal,99.79
2026-09-15 12:57:56.480959,192.168.1.107,192.168.1.1,ATTACK,DoS,94.8
2026-09-15 12:57:57.480959,192.168.1.162,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:57:58.480959,192.168.1.129,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:57:59.480959,192.168.1.145,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:00.480959,192.168.1.74,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:58:01.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:02.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:03.480959,192.168.1.12,192.168.1.1,NORMAL,Normal,99.5
2026-09-15 12:58:04.480959,192.168.1.184,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:05.480959,192.168.1.194,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:06.480959,192.168.1.39,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:07.480959,192.168.1.184,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:58:08.480959,192.168.1.236,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:09.480959,192.168.1.147,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:58:10.480959,192.168.1.202,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 12:58:11.480959,192.168.1.78,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:12.480959,192.168.1.206,192.168.1.1,ATTACK,DoS,95.84
2026-09-15 12:58:13.480959,192.168.1.174,192.168.1.1,NORMAL,Normal,99.04
2026-09-15 12:58:14.480959,192.168.1.97,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:58:15.480959,192.168.1.38,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:58:16.480959,192.168.1.85,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:58:17.480959,192.168.1.121,192.168.1.1,NORMAL,Normal,99.84
2026-09-15 12:58:18.480959,192.168.1.50,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:58:19.480959,192.168.1.126,192.168.1.1,ATTACK,PortScan,99.94
2026-09-15 12:58:20.480959,192.168.1.10,192.168.1.1,NORMAL,Normal,99.8
2026-09-15 12:58:21.480959,192.168.1.194,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:22.480959,192.168.1.234,192.168.1.1,NORMAL,Normal,96.42
2026-09-15 12:58:23.480959,192.168.1.194,192.168.1.1,NORMAL,Normal,99.11
2026-09-15 12:58:24.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:58:25.480959,192.168.1.138,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:26.480959,192.168.1.205,192.168.1.1,NORMAL,Normal,97.05
2026-09-15 12:58:27.480959,192.168.1.55,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:58:28.480959,192.168.1.139,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:58:29.480959,192.168.1.243,192.168.1.1,NORMAL,Normal,98.69
2026-09-15 12:58:30.480959,192.168.1.37,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:58:31.480959,192.168.1.232,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:58:32.480959,192.168.1.170,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:33.480959,192.168.1.86,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:58:34.480959,192.168.1.225,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 12:58:35.480959,192.168.1.173,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:58:36.480959,192.168.1.139,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:37.480959,192.168.1.165,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:38.480959,192.168.1.60,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:58:39.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:40.480959,192.168.1.105,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:41.480959,192.168.1.205,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:42.480959,192.168.1.51,192.168.1.1,ATTACK,DoS,99.89
2026-09-15 12:58:43.480959,192.168.1.148,192.168.1.1,NORMAL,Normal,99.76
2026-09-15 12:58:44.480959,192.168.1.209,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:58:45.480959,192.168.1.246,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 12:58:46.480959,192.168.1.145,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:47.480959,192.168.1.245,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 12:58:48.480959,192.168.1.10,192.168.1.1,NORMAL,Normal,99.54
2026-09-15 12:58:49.480959,192.168.1.163,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 12:58:50.480959,192.168.1.92,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:51.480959,192.168.1.135,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:52.480959,192.168.1.14,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:53.480959,192.168.1.38,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:58:54.480959,192.168.1.247,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 12:58:55.480959,192.168.1.102,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 12:58:56.480959,192.168.1.234,192.168.1.1,NORMAL,Normal,99.1
2026-09-15 12:58:57.480959,192.168.1.222,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:58:58.480959,192.168.1.216,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 12:58:59.480959,192.168.1.88,192.168.1.1,NORMAL,Normal,99.88
2026-09-15 12:59:00.480959,192.168.1.71,192.168.1.1,NORMAL,Normal,99.65
2026-09-15 12:59:01.480959,192.168.1.24,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:02.480959,192.168.1.71,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:59:03.480959,192.168.1.234,192.168.1.1,NORMAL,Normal,99.73
2026-09-15 12:59:04.480959,192.168.1.155,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:59:05.480959,192.168.1.30,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 12:59:06.480959,192.168.1.31,192.168.1.1,NORMAL,Normal,99.86
2026-09-15 12:59:07.480959,192.168.1.197,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:08.480959,192.168.1.134,192.168.1.1,NORMAL,Normal,99.38
2026-09-15 12:59:09.480959,192.168.1.218,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 12:59:10.480959,192.168.1.27,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 12:59:11.480959,192.168.1.204,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:59:12.480959,192.168.1.146,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:13.480959,192.168.1.206,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:14.480959,192.168.1.42,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:15.480959,192.168.1.42,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:16.480959,192.168.1.178,192.168.1.1,NORMAL,Normal,99.8
2026-09-15 12:59:17.480959,192.168.1.131,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:18.480959,192.168.1.150,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 12:59:19.480959,192.168.1.52,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:20.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:21.480959,192.168.1.145,192.168.1.1,ATTACK,DoS,99.95
2026-09-15 12:59:22.480959,192.168.1.233,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:23.480959,192.168.1.165,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:24.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:59:25.480959,192.168.1.64,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:59:26.480959,192.168.1.247,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:27.480959,192.168.1.148,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:28.480959,192.168.1.203,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:29.480959,192.168.1.196,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:30.480959,192.168.1.186,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:31.480959,192.168.1.61,192.168.1.1,NORMAL,Normal,99.74
2026-09-15 12:59:32.480959,192.168.1.192,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:59:33.480959,192.168.1.89,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:34.480959,192.168.1.112,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 12:59:35.480959,192.168.1.181,192.168.1.1,NORMAL,Normal,96.46
2026-09-15 12:59:36.480959,192.168.1.176,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:37.480959,192.168.1.105,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:38.480959,192.168.1.122,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:39.480959,192.168.1.240,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:40.480959,192.168.1.142,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:41.480959,192.168.1.125,192.168.1.1,ATTACK,DoS,87.62
2026-09-15 12:59:42.480959,192.168.1.40,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:59:43.480959,192.168.1.73,192.168.1.1,ATTACK,DoS,99.94
2026-09-15 12:59:44.480959,192.168.1.67,192.168.1.1,ATTACK,DoS,99.95
2026-09-15 12:59:45.480959,192.168.1.26,192.168.1.1,NORMAL,Normal,99.67
2026-09-15 12:59:46.480959,192.168.1.96,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 12:59:47.480959,192.168.1.15,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:48.480959,192.168.1.160,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 12:59:49.480959,192.168.1.151,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 12:59:50.480959,192.168.1.68,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:51.480959,192.168.1.160,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 12:59:52.480959,192.168.1.66,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:53.480959,192.168.1.11,192.168.1.1,NORMAL,Normal,99.68
